Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
6481,female,American,Mrs.,Laura,N,Garrow,"883 Sunrise Road","Las Vegas",NV,Nevada,89109,US,"United States",702-866-3654,1,Garcia,2/9/1983,36,530-66-8239,"Milling and planing machine operator","Central Hardware",A+,169.0,76.8,"5' 6""",168
6482,female,American,Mrs.,Nannie,J,Heflin,"372 Dawson Drive","Jones Mill",AR,Arkansas,72105,US,"United States",501-844-1725,1,Allen,6/20/1965,54,677-07-9422,"PBX installer","William Wanamaker & Sons",B+,120.8,54.9,"5' 5""",165
6483,female,American,Ms.,Tina,A,Vasquez,"3383 Twin House Lane",Springfield,MO,Missouri,65804,US,"United States",417-449-4012,1,Barba,12/23/1992,26,488-82-7294,"Special education teacher","Harold Powell",O+,186.1,84.6,"5' 5""",165
6484,female,American,Dr.,Maria,S,Oakley,"2400 Hickman Street","Glen Ellyn",IL,Illinois,60137,US,"United States",630-469-0982,1,Hutchison,2/1/1965,54,321-48-8476,Marine,Lazysize,B+,178.9,81.3,"5' 3""",161
6485,female,American,Ms.,Pauline,R,Blakes,"1608 Jerry Toth Drive",Kwigillingok,AK,Alaska,99622,US,"United States",907-588-4142,1,Garcia,1/26/1991,28,574-37-6855,"Family therapist","National Hardgoods Distributors",O+,215.4,97.9,"5' 7""",169
6486,female,American,Ms.,Christy,R,Phillips,"3404 Ridge Road",Moundridge,KS,Kansas,67107,US,"United States",620-747-1875,1,Terry,8/9/1943,76,514-28-8399,"Traffic clerk","First Choice Garden Maintenance",A+,209.4,95.2,"5' 2""",157
6487,female,American,Ms.,Alice,W,Crisp,"4790 County Line Road",Dunedin,FL,Florida,34698,US,"United States",727-738-8442,1,Franklin,2/10/1935,84,770-07-0339,"Hotel desk clerk",Tweeter,O+,112.6,51.2,"5' 0""",153
6488,female,American,Mrs.,Stephanie,D,Williams,"2691 Quilly Lane",Westerville,OH,Ohio,43081,US,"United States",614-554-1439,1,Wilson,5/7/1963,56,273-38-2439,"Cage cashier","Back To Basics Chiropractic Clinic",AB+,219.3,99.7,"5' 4""",163
6489,female,American,Mrs.,Rosemary,D,Fraser,"675 Farland Avenue",Pleasanton,TX,Texas,78064,US,"United States",830-569-7206,1,Gagne,9/20/1963,55,457-95-9880,"Building cleaning worker","Young @ Heart",B+,180.2,81.9,"5' 4""",163
6490,female,American,Ms.,Louise,K,Hewitt,"2780 Olive Street",Ayersville,OH,Ohio,43512,US,"United States",419-395-0559,1,Gregory,5/15/1968,51,284-88-8875,"Aircraft structure assembler",Sav-A-Center,O-,202.8,92.2,"5' 8""",172
6491,female,American,Ms.,Catherine,K,Ortiz,"2781 Hamill Avenue","San Diego",CA,California,92121,US,"United States",858-400-3538,1,Quick,5/7/1998,21,616-66-6132,"Secretarial assistant",Chargepal,AB+,118.1,53.7,"5' 5""",166
6492,female,American,Mrs.,Bonnie,R,Davis,"2176 Little Acres Lane",Peoria,IL,Illinois,61602,US,"United States",217-941-7950,1,Meacham,8/3/1960,59,322-01-2617,"Commodities trader",Incluesiv,B+,192.1,87.3,"5' 1""",155
6493,female,American,Ms.,Muriel,R,Hamilton,"2757 Gerald L. Bates Drive",Boston,MA,Massachusetts,02210,US,"United States",617-766-4344,1,Seim,4/7/1978,41,026-07-5244,"Occupational health nurse","Crandall's Fine Furniture",O+,193.2,87.8,"5' 7""",169
6494,female,American,Ms.,Victoria,C,Dixon,"3694 Glenwood Avenue",Euclid,OH,Ohio,44132,US,"United States",216-261-9018,1,Moore,7/30/1935,84,274-24-1568,"Network administrator","Pantry Pride",A+,158.6,72.1,"5' 6""",167
6495,female,American,Ms.,Tyesha,W,Hopkins,"1356 Whispering Pines Circle",Richardson,TX,Texas,75081,US,"United States",972-439-5874,1,Phillips,12/10/1940,78,635-30-5275,Paleontologist,"Franklin Simon",B+,150.7,68.5,"5' 6""",168
6496,female,American,Mrs.,Kelli,C,Ortiz,"1380 Rowes Lane",Paducah,KY,Kentucky,42001,US,"United States",270-671-8298,1,Cardenas,12/1/1948,70,405-04-8749,"Soil scientist","Netstars Matrix Design",O+,220.0,100.0,"5' 3""",160
6497,female,American,Mrs.,Carol,C,Romero,"4327 Agriculture Lane",Frederick,WV,"West Virginia",21701,US,"United States",304-944-1293,1,Gouge,1/9/1975,44,236-28-1679,"Aircraft engineer","Piece Goods Fabric",B+,204.2,92.8,"5' 7""",170
6498,female,American,Mrs.,Peggy,R,Maranto,"327 Layman Avenue",Brunswick,GA,Georgia,31520,US,"United States",912-223-9414,1,Tate,11/7/1936,82,260-88-1830,"Labor relations director","Total Yard Maintenance",B+,190.7,86.7,"5' 1""",156
6499,female,American,Ms.,Eileen,J,Morin,"3038 Walnut Avenue",Hackensack,NJ,"New Jersey",07601,US,"United States",201-489-9738,1,Villeneuve,8/24/1972,46,155-07-9136,"Wire installer",JasmineSola,AB+,224.2,101.9,"5' 5""",164
6500,female,American,Mrs.,Tara,R,Shope,"4539 Nutters Barn Lane","West Des Moines",IA,Iowa,50266,US,"United States",515-537-8166,1,Cathcart,1/13/1991,28,480-06-0252,"Social science research assistant",Newhair,B+,161.9,73.6,"5' 5""",165
6501,female,American,Mrs.,Beulah,D,Bearce,"1305 Martha Street","York Valley",AZ,Arizona,85533,US,"United States",928-687-0932,1,Gill,8/5/1993,26,527-68-6745,"Community health educator","Integra Investment Plan",A+,142.8,64.9,"5' 8""",173
6502,female,American,Ms.,Tomasa,M,Wiggins,"3996 Rainbow Drive",Akron,OH,Ohio,44308,US,"United States",330-436-9931,1,Williams,7/30/1942,77,268-92-6470,"Telecommunications line installer","Lee Wards",A+,221.1,100.5,"5' 3""",159
6503,female,American,Mrs.,Amanda,J,Harris,"1734 Deans Lane",Katonah,NY,"New York",10536,US,"United States",914-767-4627,1,Hornsby,12/14/1994,24,110-34-3445,"Escort interpreter","Enviro Architectural Designs",O+,214.1,97.3,"5' 6""",167
6504,female,American,Ms.,Tanya,G,Locher,"162 Rodney Street",Winfield,MO,Missouri,63389,US,"United States",636-566-9478,1,Howell,6/23/1970,49,490-48-8597,"Accounts payable clerk","Consumers and Consumers Express",A+,170.7,77.6,"5' 3""",161
6505,female,American,Mrs.,Stacey,D,Higdon,"2812 Liberty Street",Dallas,TX,Texas,75248,US,"United States",214-906-1299,1,Kirk,9/20/1977,41,643-12-0303,"Library media assistant","Buena Vista Garden Maintenance",B+,164.3,74.7,"5' 2""",157
6506,female,American,Ms.,Shana,J,Snyder,"1019 Columbia Road",Laurel,DE,Delaware,19956,US,"United States",302-875-6868,1,Abad,11/2/1992,26,221-86-8929,"Front desk receptionist","Netstars Matrix Design",A+,156.4,71.1,"5' 5""",166
6507,female,American,Ms.,Stella,R,Rodriguez,"64 Cunningham Court",Southfield,MI,Michigan,48075,US,"United States",248-721-9118,1,Koester,12/18/1940,78,377-21-5485,"Foreign language interpreter","W. Bell & Co.",A+,135.7,61.7,"4' 11""",150
6508,female,American,Mrs.,Tina,J,Leonard,"4404 Ryan Road",Vivian,SD,"South Dakota",57576,US,"United States",605-683-5447,1,Johnson,4/29/1941,78,504-21-0415,"Copy marker","Total Serve",O+,116.6,53.0,"5' 5""",166
6509,female,American,Mrs.,Edith,P,Harris,"4345 Lakeland Park Drive",Tucker,GA,Georgia,30084,US,"United States",770-588-3515,1,Cowling,5/14/1983,36,257-63-1224,EMT,"Gart Sports",B+,202.8,92.2,"5' 3""",161
6510,female,American,Mrs.,Deborah,C,Bryan,"3234 Loving Acres Road","Kansas City",MO,Missouri,64131,US,"United States",816-943-0863,1,Snow,1/6/1992,27,496-44-5095,Caulker,"Office Warehouse",O-,138.4,62.9,"5' 8""",172
6511,female,American,Mrs.,Lucy,C,Yarborough,"723 Lonely Oak Drive",Mobile,AL,Alabama,36602,US,"United States",251-581-6898,1,Humphrey,1/26/1990,29,417-41-0552,"Credit counselor",Indiewealth,A+,130.0,59.1,"5' 5""",164
6512,female,American,Mrs.,Wendy,T,Pepper,"37 Kenwood Place",Plantation,FL,Florida,33317,US,"United States",954-583-6332,1,Hemphill,5/23/1948,71,594-65-1135,"Billing and posting machine operator",Anderson-Little,O+,124.3,56.5,"5' 3""",159
6513,female,American,Ms.,Gale,W,Johns,"4642 Duff Avenue",Proctor,VT,Vermont,05765,US,"United States",802-459-4689,1,Jeffrey,4/27/1943,76,009-60-8263,"Benefits administrator","Afforda Merchant Services",B+,190.5,86.6,"5' 0""",153
6514,female,American,Mrs.,Sophia,B,Harris,"989 Hall Valley Drive",Clarksburg,WV,"West Virginia",26301,US,"United States",304-625-9056,1,Huffman,5/30/1978,41,233-26-4945,"Cardiovascular technician",Powerbod,A+,207.9,94.5,"5' 6""",168
6515,female,American,Mrs.,Madeline,C,Hanks,"4466 Concord Street",Denver,NC,"North Carolina",28037,US,"United States",704-489-7950,1,Lopez,7/23/1984,35,241-76-2662,Hanger,"Sun Foods",B+,120.3,54.7,"5' 4""",163
6516,female,American,Mrs.,Mary,F,Jenkins,"2197 Perry Street",Flint,MI,Michigan,48548,US,"United States",810-676-6039,1,Blea,9/1/1975,43,362-64-8812,"Office machine operator","Blockbuster Music",O+,176.0,80.0,"5' 9""",174
6517,female,American,Ms.,Jill,T,Villa,"3682 Overlook Drive",Indianapolis,IN,Indiana,46225,US,"United States",765-293-0198,1,Hall,3/18/1998,21,313-14-2166,"Medical and health services manager","Super Place",A+,177.5,80.7,"5' 7""",170
6518,female,American,Mrs.,Thelma,R,Taylor,"237 Indiana Avenue",Honolulu,HI,Hawaii,96813,US,"United States",808-599-5990,1,Allen,1/9/1969,50,751-01-3319,"Resort desk clerk","Super Place",B+,176.4,80.2,"5' 4""",163
6519,female,American,Dr.,Luz,W,Virgil,"2255 Dennison Street",Stockton,CA,California,95204,US,"United States",209-515-8686,1,Korando,1/7/1947,72,554-87-0758,"Publications specialist",ManCharm,A+,129.1,58.7,"5' 3""",159
6520,female,American,Ms.,Erin,K,Grossman,"260 Henery Street",Wichita,KS,Kansas,67226,US,"United States",316-928-3163,1,Lowell,1/10/1997,22,509-01-4493,"Purchasing manager","Rustler Steak House",O+,178.9,81.3,"5' 5""",164
6521,female,American,Ms.,Roselyn,G,Burks,"186 Werninger Street",Houston,TX,Texas,77002,US,"United States",832-851-5784,1,Wright,8/9/1989,30,464-74-2420,"Payroll secretary","Childs Restaurants",O+,173.6,78.9,"5' 1""",155
6522,female,American,Mrs.,Cassandra,A,Causey,"4881 Fire Access Road",Greensboro,NC,"North Carolina",27403,US,"United States",336-856-8872,1,Ray,9/11/1993,25,240-30-0802,"Automotive painter","Fit Tonic",O+,106.9,48.6,"5' 7""",169
6523,female,American,Mrs.,Manda,A,Daniels,"840 Bloomfield Way","New Vineyard",ME,Maine,04956,US,"United States",207-652-0847,1,Haines,9/16/1955,63,006-68-2760,"Lens grinder","Glicks Furniture",B-,168.1,76.4,"5' 7""",171
6524,female,American,Ms.,Jeane,P,Wallace,"3691 Brooklyn Street",Covington,VA,Virginia,24426,US,"United States",540-962-3246,1,Thomas,11/7/1964,54,229-84-5302,"Information specialist","The Pink Pig Tavern",B+,219.3,99.7,"5' 1""",155
6525,female,American,Ms.,Terry,D,Maloney,"1106 Meadow Lane","San Francisco",CA,California,94108,US,"United States",707-364-8427,1,Hutchins,11/16/1939,79,607-15-0041,"911 operator","Flipside Records",B-,175.1,79.6,"5' 1""",156
6526,female,American,Ms.,Lindsay,J,Horner,"1882 Ryder Avenue",Everett,WA,Washington,98205,US,"United States",425-335-8586,1,Burns,4/1/1981,38,532-05-0423,"Consultant dietitian","Jitney Jungle",O+,127.4,57.9,"5' 8""",173
6527,female,American,Mrs.,Anita,T,Flowers,"2778 Willis Avenue",Bunnell,FL,Florida,32010,US,"United States",386-313-0671,1,Mosely,6/21/1985,34,593-53-2458,"Paper coating machine operator","Your Choices",A+,163.7,74.4,"5' 4""",163
6528,female,American,Mrs.,Denice,N,Morita,"2307 Boundary Street",Jacksonville,FL,Florida,32202,US,"United States",904-627-1768,1,Sinclair,3/21/1940,79,766-10-5488,"Piano tuner","Mission G",A+,140.6,63.9,"5' 1""",154
6529,female,American,Mrs.,Treva,D,Bloomfield,"640 Private Lane",Valdosta,GA,Georgia,31601,US,"United States",229-259-4421,1,Skinner,11/27/1951,67,257-84-6265,"Environmental chemist","Century House",O+,140.6,63.9,"5' 3""",159
6530,female,American,Mrs.,Peggy,T,Lamanna,"4069 Philli Lane",Tulsa,OK,Oklahoma,74136,US,"United States",918-488-1049,1,Jones,5/8/1940,79,445-50-4799,"Human resources generalist","Independent Investors",O+,208.6,94.8,"5' 1""",156
6531,female,American,Ms.,Theresa,J,Esposito,"2073 Simons Hollow Road",Bloomsburg,PA,Pennsylvania,17815,US,"United States",570-786-6284,1,Mapp,10/5/1992,26,184-62-9258,"Information processing worker","Video Concepts",O+,140.4,63.8,"5' 4""",162
6532,female,American,Ms.,Jamie,C,Anderson,"3597 Bruce Street","Maryland Heights",MO,Missouri,63043,US,"United States",314-369-4050,1,Neumann,12/29/1934,84,487-19-1150,"Motion picture projectionist","Madcats Music & Books",O+,171.8,78.1,"5' 5""",166
6533,female,American,Mrs.,Claire,L,Barron,"4792 Ashwood Drive","Council Bluffs",IA,Iowa,51501,US,"United States",712-366-1613,1,Cote,10/15/1988,30,480-54-9392,"Inside order clerk","Yesterday's Records",O+,110.0,50.0,"5' 8""",172
6534,female,American,Ms.,Mary,A,Luong,"1052 Bombardier Way",Plymouth,MI,Michigan,48170,US,"United States",734-895-3420,1,Santiago,7/17/1958,61,381-01-9292,"Knitting machine operator",Adaptas,A+,187.0,85.0,"5' 7""",169
6535,female,American,Mrs.,Karen,J,Franklin,"3587 Bassel Street",Thibodaux,LA,Louisiana,70301,US,"United States",985-435-8554,1,Brennan,3/31/1976,43,663-10-3458,"Extruding and drawing machine setters","Netstars Matrix Design",B+,185.7,84.4,"5' 3""",159
6536,female,American,Mrs.,Betty,J,Rodrigue,"2110 Carriage Court","Palm Springs",CA,California,92262,US,"United States",760-408-1863,1,Lietz,12/3/1961,57,619-13-7434,"Electrical and electronics repairer","Rite Solution",B+,116.4,52.9,"5' 7""",170
6537,female,American,Mrs.,Charlotte,J,Walker,"590 Williams Lane",Wichita,KS,Kansas,67213,US,"United States",316-393-2299,1,Miller,12/4/1946,72,511-58-7591,Sampler,"Edge Yard Service",O+,176.9,80.4,"5' 3""",159
6538,female,American,Ms.,Garnett,R,Harris,"2836 Maple Lane",Huntsville,AL,Alabama,35816,US,"United States",256-508-6926,1,Keys,3/12/1962,57,420-56-4465,"Travel agent","Matrix Architectural Service ",O+,150.7,68.5,"5' 4""",163
6539,female,American,Ms.,Jaclyn,E,Horton,"3424 Wiseman Street",Knoxville,TN,Tennessee,37929,US,"United States",865-395-1051,1,Brown,4/19/1975,44,408-18-6961,"Automated teller machine technician","Consumers and Consumers Express",O+,201.5,91.6,"5' 4""",163
6540,female,American,Mrs.,Linda,R,Powers,"2264 Sunburst Drive","Fort Myers",FL,Florida,33901,US,"United States",239-338-3715,1,Clay,4/10/1939,80,769-40-4371,Principal,"id Boutiques",O+,227.0,103.2,"5' 6""",168
6541,female,American,Dr.,Doris,S,South,"2348 Ridenour Street",Miami,FL,Florida,33143,US,"United States",786-268-5289,1,Cornell,10/20/1963,55,589-11-1535,Mason,"World of Fun",AB+,143.2,65.1,"5' 6""",167
6542,female,American,Ms.,Mavis,R,Ricks,"4798 Washington Street","Corpus Christi",TX,Texas,78476,US,"United States",361-371-7228,1,Noble,10/12/1966,52,453-90-0072,Cashier,"Borders Books",B+,210.3,95.6,"5' 3""",161
6543,female,American,Mrs.,Phyllis,L,Hicks,"4692 Worley Avenue",Nellysford,VA,Virginia,22958,US,"United States",434-361-6018,1,Leonard,1/17/1988,31,224-93-7568,"Health psychologist",Kleinhans,O+,165.9,75.4,"5' 1""",155
6544,female,American,Mrs.,Miriam,B,Walker,"1870 Johnstown Road",Chicago,IL,Illinois,60607,US,"United States",847-474-9032,1,Bean,12/26/1966,52,334-32-3419,"Product development manager","Rhodes Furniture",B+,192.7,87.6,"5' 9""",174
6545,female,American,Ms.,Barbara,E,Fraizer,"4753 Delaware Avenue","San Jose",CA,California,95113,US,"United States",415-326-0796,1,Clark,1/23/1959,60,611-38-5561,"Support staff clerk","Eagle Food Centers",O+,126.7,57.6,"5' 6""",168
6546,female,American,Mrs.,Mary,C,Smith,"1648 Libby Street","Playa Del Rey",CA,California,90291,US,"United States",310-306-6960,1,Callas,1/4/1970,49,558-60-2954,"Theoretical mathematician","Tons O' Toys",A+,145.2,66.0,"5' 2""",158
6547,female,American,Mrs.,Paula,G,Hunt,"803 Maxwell Farm Road",Stonyford,CA,California,95979,US,"United States",530-963-2508,1,Smith,11/9/1993,25,622-19-2757,"Nuclear medicine technologist","Success Is Yours",O+,125.8,57.2,"5' 7""",171
6548,female,American,Mrs.,Emma,S,Arrington,"1248 Arbor Court","Big Piney",WY,Wyoming,83113,US,"United States",307-276-2042,1,Lopez,8/2/1981,38,520-18-0433,"Institution and cafeteria cook","ABC Markets",AB+,202.2,91.9,"5' 5""",164
6549,female,American,Ms.,Ada,A,Soza,"2972 Red Bud Lane","Avon Park",FL,Florida,33825,US,"United States",863-214-2168,1,McNabb,4/22/1998,21,265-89-4544,"Conservation worker","Rivera Property Maintenance",B+,147.0,66.8,"5' 3""",161
6550,female,American,Mrs.,Barbara,D,McKittrick,"3260 Sussex Court",Breckenridge,TX,Texas,76024,US,"United States",254-559-0483,1,Barker,3/25/1978,41,450-48-2916,"Support clerk","Envirotecture Design Service",A+,170.3,77.4,"5' 2""",158
6551,female,American,Ms.,Pearl,D,Santos,"1476 Pallet Street","White Plains",NY,"New York",10601,US,"United States",914-360-1376,1,Johnson,10/28/1934,84,052-84-9350,Faller,"King Carol",O+,169.2,76.9,"5' 7""",169
6552,female,American,Ms.,Donna,W,Sites,"3882 Melrose Street",Wenatchee,WA,Washington,98801,US,"United States",509-885-5370,1,McConnell,7/23/1972,47,534-16-8928,"Automotive glass installer",Practi-Plan,B+,161.5,73.4,"5' 5""",165
6553,female,American,Ms.,Irene,J,Peters,"2196 Oakridge Lane",Allen,TX,Texas,75002,US,"United States",469-814-5095,1,Horton,9/28/1935,83,627-90-9607,"Telephone station installer","Builders Square",O+,187.7,85.3,"5' 2""",158
6554,female,American,Mrs.,Cornelia,C,Freeman,"2007 Settlers Lane","New York",NY,"New York",10011,US,"United States",917-776-0177,1,Martin,12/3/1949,69,122-16-5315,"Personnel officer","Larry's Markets",A+,196.2,89.2,"5' 0""",152
6555,female,American,Mrs.,Joyce,J,Robinson,"1668 Chapel Street",Houston,TX,Texas,77002,US,"United States",281-688-6017,1,Steele,11/22/1944,74,465-38-3122,"Contract manager","Mission Realty",A+,161.0,73.2,"5' 0""",153
6556,female,American,Mrs.,Irene,A,Godfrey,"494 Oak Street","East Syracuse",NY,"New York",13057,US,"United States",315-405-7605,1,Vega,6/30/1940,79,124-78-8431,"Scientific photographer","Team Uno",O+,111.1,50.5,"5' 4""",163
6557,female,American,Mrs.,Katherine,B,Skinner,"488 Melville Street",Fulton,TN,Tennessee,42041,US,"United States",731-479-3570,1,Harris,7/3/2000,19,761-01-7725,"Unclaimed property officer","Superior Interior Design",O+,138.8,63.1,"5' 7""",171
6558,female,American,Ms.,Michelle,L,Jackson,"2531 Stoneybrook Road",Orlando,FL,Florida,32810,US,"United States",321-443-0453,1,Charbonneau,11/22/1976,42,771-48-3476,"Lift truck operator","Monk House Maker",A+,129.1,58.7,"5' 6""",167
6559,female,American,Ms.,Clara,R,Moore,"2741 Cinnamon Lane","San Antonio",TX,Texas,78217,US,"United States",210-746-9765,1,Brooks,7/18/1959,60,633-16-3290,"Administrative clerk","Sports Unlimited",O+,227.3,103.3,"5' 1""",156
6560,female,American,Ms.,Molly,M,Hobson,"2105 Hood Avenue","San Diego",CA,California,92126,US,"United States",858-695-1861,1,Delgado,11/29/1960,58,619-66-4561,Promoter,Tianguis,O+,131.1,59.6,"5' 1""",156
6561,female,American,Mrs.,Stephanie,J,Dollinger,"1779 Heavner Court","New York",NY,"New York",10001,US,"United States",516-204-8463,1,Johnson,7/8/1943,76,066-52-9169,"Control and valve repairer","Bugle Boy",O+,130.7,59.4,"5' 3""",160
6562,female,American,Ms.,Geneva,N,Rodriguez,"2332 Radford Street",Louisville,KY,Kentucky,40205,US,"United States",502-272-0612,1,Morris,8/2/1986,33,400-29-1464,"Marketing research analyst","Buena Vista Realty Service",O+,203.9,92.7,"5' 3""",159
6563,female,American,Mrs.,Kathleen,D,Saltz,"1974 New Street",Portland,OR,Oregon,97209,US,"United States",541-320-2305,1,Gordon,7/30/1954,65,542-01-4868,"Power reactor operator",Grossman's,O+,116.8,53.1,"5' 8""",172
6564,female,American,Ms.,Lois,A,Hazelwood,"1231 Locust View Drive","San Francisco",CA,California,94143,US,"United States",415-905-0197,1,Stoughton,1/15/1956,63,563-20-5685,Caregiver,"Asian Fusion",O+,198.2,90.1,"5' 7""",171
6565,female,American,Ms.,Sarah,K,Yoho,"1946 High Meadow Lane",Pittston,PA,Pennsylvania,18640,US,"United States",570-475-3532,1,Staley,10/3/1934,84,196-10-5673,"Livestock farmer","Lee Wards",O+,148.9,67.7,"5' 0""",152
6566,female,American,Mrs.,June,J,Glaze,"680 Musgrave Street",Atlanta,GA,Georgia,30303,US,"United States",404-933-8397,1,Braatz,8/14/1979,40,258-35-4478,"Layout artist","Big Apple",O+,136.2,61.9,"5' 7""",169
6567,female,American,Ms.,Shirley,C,Johnson,"4139 Woodland Terrace",Sacramento,CA,California,95814,US,"United States",916-947-7550,1,Walsh,1/19/1964,55,570-88-4929,Manicurist,"Williams Bros.",A-,158.4,72.0,"5' 5""",165
6568,female,American,Ms.,Patricia,E,Duncan,"1956 Peck Street",Manchester,NH,"New Hampshire",03103,US,"United States",603-965-7887,1,Carver,11/11/1996,22,003-20-9411,"Personal financial advisor","Pro Star Garden Management",B+,161.3,73.3,"5' 7""",170
6569,female,American,Mrs.,Andrea,L,Trout,"354 Junior Avenue",Atlanta,GA,Georgia,30303,US,"United States",404-582-8844,1,Oliver,7/1/1951,68,671-16-2911,Gemologist,"Practi-Plan Mapping",O+,161.7,73.5,"5' 7""",171
6570,female,American,Ms.,Laura,J,Cochran,"3379 Scenicview Drive",Midland,TX,Texas,79701,US,"United States",432-247-2001,1,Taylor,3/1/1952,67,635-84-3786,"Rural mail carrier","Prahject Planner",O-,171.8,78.1,"5' 1""",155
6571,male,American,Mr.,Willie,A,King,"28 Little Acres Lane",Kansas,IL,Illinois,61933,US,"United States",217-948-4297,1,Stewart,9/26/1969,49,349-44-7651,"Medical records technician",Chatham,O+,155.5,70.7,"6' 0""",184
6572,female,American,Mrs.,Alene,T,Trejo,"1366 Dale Avenue",Graham,WA,Washington,98338,US,"United States",253-847-4144,1,Jackson,10/6/1940,78,533-36-4173,"Perioperative nurse","Disc Jockey",O+,121.9,55.4,"5' 5""",164
6573,female,American,Mrs.,Angie,H,Shubert,"666 Briarwood Drive","Laurel Springs",NJ,"New Jersey",08021,US,"United States",856-454-5899,1,Miller,4/25/1963,56,150-74-8725,"Employment recruiter",McDuff,A+,124.3,56.5,"5' 3""",159
6574,female,American,Mrs.,Eunice,R,Dahlquist,"3140 Sycamore Street","San Francisco",CA,California,94104,US,"United States",408-960-9006,1,Spigner,2/8/1941,78,572-25-5167,"Gas compressor and gas pumping station operator","Millenia Life",O+,199.5,90.7,"5' 7""",169
6575,female,American,Ms.,Kelly,M,Senter,"4561 Drummond Street",Piscataway,NJ,"New Jersey",08854,US,"United States",973-294-4376,1,Taylor,3/17/1979,40,135-48-2506,"Rail-track laying and maintenance equipment operator",Monit,AB+,128.0,58.2,"5' 3""",160
6576,female,American,Mrs.,Jewell,N,Burgos,"4448 Zappia Drive",Lexington,KY,Kentucky,40507,US,"United States",859-400-7947,1,Lima,10/25/1959,59,406-47-9327,Stenocaptioner,"Bodega Club",B+,114.2,51.9,"5' 5""",166
6577,female,American,Ms.,Linda,J,Caudle,"1389 Mudlick Road",Tonasket,WA,Washington,98855,US,"United States",509-486-9724,1,Midkiff,9/17/1975,43,532-44-3993,Criminologist,"Federated Group",A+,124.5,56.6,"5' 4""",162
6578,female,American,Ms.,Alma,R,Kennedy,"4674 Meadow Drive","Wolf Creek",MT,Montana,59648,US,"United States",406-235-3344,1,Richardson,4/15/1984,35,516-19-9236,"Dressing room attendant","Success Is Yours",O+,170.7,77.6,"5' 8""",172
6579,female,American,Mrs.,Helen,D,Kimbrell,"3236 Nicholas Street",Mahaska,KS,Kansas,66955,US,"United States",785-245-6279,1,Trigg,11/5/1941,77,515-23-9389,"Strength trainer","Elm Farm",B+,127.4,57.9,"5' 5""",166
6580,female,American,Ms.,Janice,S,Glynn,"3022 Jerome Avenue",Mcallen,TX,Texas,78501,US,"United States",956-222-2902,1,Bowens,11/8/1986,32,466-29-7518,"Marine electronics technician","Omni Tech",B-,182.2,82.8,"5' 8""",173
6581,female,American,Mrs.,Katie,R,Hall,"637 Southern Street",Freeport,NY,"New York",11520,US,"United States",516-623-1346,1,Townsend,9/23/1972,46,098-60-8139,"Machine feeder","Full Color",B+,129.8,59.0,"5' 2""",158
6582,female,American,Ms.,Kelly,R,Fossett,"4337 Skips Lane",Phoenix,AZ,Arizona,85034,US,"United States",928-460-1538,1,Anderson,8/15/1938,81,601-82-5200,"Television camera operator","Soft Warehouse",O+,118.8,54.0,"5' 5""",165
6583,female,American,Mrs.,Nicole,M,Bobbitt,"1536 Wexford Way",Batesburg,SC,"South Carolina",29006,US,"United States",803-332-0436,1,Durant,7/8/1961,58,656-12-9756,"Nursing assistant",Playworld,O+,147.2,66.9,"5' 7""",169
6584,female,American,Ms.,Anne,B,Blanton,"4691 Spirit Drive","Lake City",FL,Florida,32025,US,"United States",386-758-5139,1,Davidson,7/18/1969,50,766-44-9587,"Marine biologist",Wellby,A-,131.1,59.6,"5' 9""",174
6585,female,American,Ms.,Samantha,G,Jones,"4771 Lowndes Hill Park Road",Bakersfield,CA,California,93301,US,"United States",661-460-9517,1,Martin,7/13/1986,33,551-23-1706,"Wait staff","Total Yard Maintenance",B+,182.4,82.9,"5' 7""",171
6586,female,American,Mrs.,Janice,P,Higgins,"2588 Douglas Dairy Road","Johnson City",VA,Virginia,37601,US,"United States",276-614-9607,1,Crowley,11/29/1936,82,695-01-0670,Homemaker,"Parklane Hosiery",B+,184.4,83.8,"5' 5""",165
6587,female,American,Ms.,Myrtle,S,Jeter,"897 Stockert Hollow Road",Seattle,WA,Washington,98101,US,"United States",425-818-9933,1,Hackbarth,3/31/1989,30,537-21-4969,"Auto damage appraiser","Rogersound Labs",O+,201.5,91.6,"5' 1""",156
6588,female,American,Ms.,Theresa,R,Caplinger,"2967 Franklin Avenue","Corpus Christi",TX,Texas,78412,US,"United States",361-986-0742,1,Krum,8/29/1963,55,638-01-9691,"Heating equipment technician",Capitalcorp,A+,115.9,52.7,"5' 5""",164
6589,female,American,Ms.,Sarah,J,Ary,"3304 Isaacs Creek Road",Springfield,IL,Illinois,62701,US,"United States",217-470-4000,1,Crowder,8/31/1948,70,329-88-6532,"Business office assistant",McDade's,B+,179.3,81.5,"5' 4""",163
6590,female,American,Mrs.,Mary,D,Miller,"4041 Libby Street","Culver City",CA,California,90232,US,"United States",310-287-0949,1,Grimes,5/4/1974,45,626-03-5922,"Press agent","10,000 Auto Parts",O+,167.9,76.3,"5' 9""",174
